dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat_ap_ch.domain;dcat_ap_ch.rights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.jahre;custom.publizierende-organisation;custom.tags;datasetid
2021-11-02;2021-11-02;Geomatik und Vermessung;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;keine Aktualisierung vorgesehen;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Erreichbarkeitsanalyse Bahnhof Bruggen, Stadt St.Gallen;<p>Die Geomatik und Vermessung hat eine Erreichbarkeitsanalyse des Bahnhofs Bruggen für Fussgängerinnen und Fussgänger durchgeführt. Der Datensatz zeigt die Gehdauer bis zu 30 Minuten in 5-Minuten Schritten.</p>;Mobilität und Verkehr;Fussgänger,Bahnhof,Erreichbarkeit,Open Data Hack St.Gallen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2021-11-02T20:58:16+00:00;False;False;2021-11-02T21:06:02.818000+00:00;2023-12-05T13:51:18.595000+00:00;ch_80_3203;True;St. Gallen;Polygon;"{""coordinates"": [[[9.358402853831649, 47.42483207490295], [9.299114383757114, 47.42483207490295], [9.299114383757114, 47.39069627132267], [9.358402853831649, 47.39069627132267], [9.358402853831649, 47.42483207490295]]], ""type"": ""Polygon""}";Geomatik und Vermessung, Stadt St.Gallen;;6;;;;;;;False;;stgallen;;;opendata.swiss;erreichbarkeitsanalyse-bahnhof-bruggen-stadt-stgallen
2019-05-23;2019-09-05;Betreibungsamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;unregelmässig;;2005 - 2018;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Betreibungsfälle Stadt St.Gallen (2005-2018);<p>Anzahl Betreibungsfälle in der Stadt St.Gallen (Jahre 2005-2018)</p>;Finanzen,Arbeit, Erwerb;Betreibung,Rechnung,Schulden,Armut;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2019-05-23T15:56:39+00:00;False;False;2019-05-23T15:58:17.165000+00:00;2023-12-21T10:20:31.676000+00:00;ch_80_3203;True;St. Gallen;;;Betreibungsamt Stadt St.Gallen;;14;;;;;;;False;;stgallen;;;opendata.swiss;betreibungsfalle-stadt-stgallen
;2023-11-23;Fachstelle für Statistik Kanton St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;annual;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Belegung neu erstellter Wohnungen (2011-2019);"<p>In diesem Datensatz sind die Informationen zu den neu erstellten Wohnungen in der Stadt St.Gallen (Erstellungsjahr, 
Anzahl Zimmer, Quartier, zeitlich stabile und eindeutige Wohnungs-ID) und die Informationen zur 
Bewohnerschaft (Haushaltstyp, Anzahl Personen) je Belegungsjahr kombiniert. <br/></p>";Bau- und Wohnungswesen;Wohnungsbelegung,Open Data Hack St.Gallen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-11-23T13:24:19+00:00;False;False;2023-11-30T13:11:51.123000+00:00;2023-12-21T10:58:23.730000+00:00;ch_80_3203;False;St. Gallen;;;Fachstelle für Statistik Kanton St.Gallen;;11025;;;;;;;False;;stgallen;2011,2012,2013,2014,2015,2016,2017,2018,2019;Fachstelle für Statistik, Kanton St.Gallen;opendata.swiss;belegung-neu-erstellter-wohnungen-2011-2019
2021-11-05;2021-11-05;Stadtplanung, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Freiräume in der Stadt St.Gallen;<p>Die Freiräume in der Stadt St.Gallen nach deren Art und deren Bedeutung. Der Datensatz wurde für den Open Data Hack St.Gallen 2021 veröffentlicht. </p>;Bau- und Wohnungswesen,Raum und Umwelt;Spielplatz,Kindergarten,Schule,Wohnungen,Siedlung,Open Data Hack St.Gallen,Grünflächen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2021-11-05T15:49:53.058000+00:00;False;True;2021-11-05T15:49:53.058000+00:00;2023-12-05T13:50:42.661000+00:00;ch_80_3203;True;St. Gallen;Polygon;"{""coordinates"": [[[9.427806353196502, 47.45235367678106], [9.295490887016058, 47.45235367678106], [9.295490887016058, 47.39915105514228], [9.427806353196502, 47.39915105514228], [9.427806353196502, 47.45235367678106]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;;580;;;;;;;False;;stgallen;;;opendata.swiss;freiraume-stadt-stgallen
2021-10-29;2021-10-29;St.Galler Stadtwerke (sgsw);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;keine Aktualisierung vorgesehen;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Öffentliche Beleuchtung Stadt St.Gallen;<p>Der Datensatz zeigt die verschiedenen Typen der öffentliche Beleuchtung der Stadt St.Gallen</p>;Energie,Mobilität und Verkehr;Strassen,Licht,Beleuchtung,Laternen,Leuchten;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2021-10-29T07:25:22.831000+00:00;False;True;2021-10-29T07:25:22.831000+00:00;2023-12-05T13:52:16.084000+00:00;ch_40_15,ch_40_17;True;Appenzell Ausserrhoden,St. Gallen;Point;;St.Galler Stadtwerke (sgsw);https://www.sgsw.ch/home/stoerungen.html;8673;;;;;;;False;;stgallen;;;opendata.swiss;offentliche-beleuchtung-stadt-stgallen
2021-11-05;2021-11-05;Schule und Musik, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Schulzählkreise in der Stadt St.Gallen;<p>Schulzählkreise in der Stadt St.Gallen, historisch gewachsen</p>;Bildung, Wissenschaft,Bevölkerung;Schule,Einzugsgebiet,Schüler,Schulwege,Open Data Hack St.Gallen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2021-11-05T15:44:12.045000+00:00;False;True;2021-11-05T15:44:12.045000+00:00;2023-12-05T13:50:40.831000+00:00;ch_80_3203;True;St. Gallen;Polygon;"{""coordinates"": [[[9.435247639194131, 47.453073472715914], [9.29151400923729, 47.453073472715914], [9.29151400923729, 47.39515477325767], [9.435247639194131, 47.39515477325767], [9.435247639194131, 47.453073472715914]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;;65;;;;;;;False;;stgallen;;;opendata.swiss;schulzahlkreise-stadt-stgallen
2019-10-22;2019-10-22;Tiefbauamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;vierteljährlich;;Juli 2011 - August 2019;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Velozählungen Stadt St.Gallen - Archiv (2011 - 2015);<p>Seit dem Jahr 2011 zählt die Stadt St.Gallen Velofahrer an verschiedenen Zählstellen in der Stadt. Die Zahlen beziehen sich auf die Anzahl Velofahrer pro Stunde in beide Richtungen.</p>;Mobilität und Verkehr;Velo,Verkehr,Velodaten;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-07-04T13:30:52.115000+00:00;False;True;2023-07-04T13:30:52.115000+00:00;2023-12-05T13:49:09.978000+00:00;ch_80_3203;True;St. Gallen;Point;"{""coordinates"": [[[9.386271927505732, 47.43307395838201], [9.344639936462045, 47.43307395838201], [9.344639936462045, 47.414178969338536], [9.386271927505732, 47.414178969338536], [9.386271927505732, 47.43307395838201]]], ""type"": ""Polygon""}";Tiefbauamt, Stadt St.Gallen;;207300;;;;;;;False;;stgallen;2011,2012,2013,2014,2015;;opendata.swiss;velozahlungen-stadt-stgallen-archiv-2011-2015
2023-10-10;2023-10-10;Stadtkanzlei, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;irregular;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Handlungsfelder Stadt St.Gallen;"<p class="""" style=""font-family: sans-serif;"">Der Stadtrat der Stadt St.Gallen bestimmt und veröffentlicht Legislatur- und Jahresziele, welche den Handlungsfeldern der Vision 2030 zugeordnet werden. Diese Ziele werden jeweils am Ende des Jahres, bzw. der Legislatur bewertet und im Geschäftsbericht der Stadt St.Gallen veröffentlicht. Der Datensatz zeigt die Handlungsfelder der Vision 2030.</p><p class="""" style=""font-family: sans-serif;"">Mehr Informationen und die jeweiligen PDF-Dokumente finden Sie hier:</p><p class="""" style=""font-family: sans-serif;""><a href=""https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/stadtrat.html"" target=""_blank"">Stadtrat: Vision 2030 und Legislaturziele</a></p><p class="""" style=""font-family: sans-serif;""><a href=""https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/geschaeftsbericht.html"" target=""_blank"">Geschäftsbericht: Legislatur- und Jahresziele, inkl. Bewertung</a></p>";Politik,Verwaltung;Stadtparlament,Stadtrat,Direktionen,Vision 2030;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-10-10T09:54:27.639000+00:00;False;True;2023-10-10T09:54:27.639000+00:00;2023-12-05T13:44:09.635000+00:00;ch_80_3203;False;St. Gallen;;;Stadtkanzlei, Stadt St.Gallen;"https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/stadtrat.html; https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/geschaeftsbericht.html";9;;;;;;;False;;stgallen;;;opendata.swiss;handlungsfelder-stadt-st-gallen
;;;;;;;;;;;;;;;;;;Funktionen (4-Stellig) im Budget 2023 Stadt St.Gallen;;;;;;de;de;;2023-12-04T15:31:55+00:00;False;False;2023-12-04T15:33:42.993000+00:00;2023-12-04T15:34:14.102000+00:00;;False;;;;;;93;;;;;;;False;;stgallen;;;;funktionen-4-stellig-im-budget-2023-stadt-st-gallen
2023-11-28;2023-11-28;Fachstelle für Statistik Kanton St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;fachstelle-fur-statistik-kanton-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;statistische Quartiergruppen;<p>Dieser Datensatz zeigt die statistischen Quartiergruppen nach Nummern und Namen.</p>;Geographie;Quartiere;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-11-28T06:47:14+00:00;False;False;2023-11-28T07:07:11.568000+00:00;2023-11-28T07:09:29.037000+00:00;ch_80_3203;False;St. Gallen;;;Fachstelle für Statistik Kanton St.Gallen;;14;;;;;;;False;;stgallen;;;;statistische-quartiergruppen
2023-11-29;2023-11-30;St.Galler Stadtwerke (sgsw);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;daily;;;;;;;2023-06-30T22:00:00+00:00;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Luftwerte in der Stadt St.Gallen;<p>Die Stadt St.Gallen verfügt über Luftsensoren an verschiedenen Standorten der Stadt, welche die Luftfeuchtigkeit und Temperatur messen. Dieser Datensatz zeigt die Messwerte dieser Sensoren in Echtzeit.<br/></p>;Raum und Umwelt;Real-Time,Sensor,Feuchtigkeit,Temperatur,Offene Sensordaten;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-11-29T08:21:46+00:00;False;True;;2024-03-19T23:06:39.807000+00:00;ch_80_3203;True;St. Gallen;;;St.Galler Stadtwerke (sgsw);;0;;;;;;;False;;stgallen;2023;;opendata.swiss;luftwerte-stadt-stgallen
2021-07-28;2021-07-28;St.Galler Stadtwerke (sgsw);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;täglich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Stromproduktion der Solaranlagen der St.Galler Stadtwerke (Pilotprojekt Kraftwerk St.Gallen);"<p>Der Datensatz zeigt die vergangene Stromproduktion der Solaranlagen der St.Galler Stadtwerke (sgsw), welche im Rahmen des Pilotprojekts ""Kraftwerk St.Gallen"" mit Stromzähler ausgerüstet wurden. Nur ein Teil der Solaranlagen, vorwiegend die Kleineren, wurden mit Smart-Me Zählern ausgerüstet.</p><p>Echtzeitdaten zu denselben Zählern finden Sie hier: <a href=""https://daten.stadt.sg.ch/explore/dataset/aktuelle-stromproduktion-der-solaranlagen-der-stgaller-stadtwerke"" target=""_blank"">https://daten.stadt.sg.ch/explore/dataset/aktuelle-stromproduktion-der-solaranlagen-der-stgaller-stadtwerke</a></p><p>Alle Solaranlagen der St.Galler Stadtwerke finden Sie in folgendem Datensatz:</p><p><a href=""https://daten.stadt.sg.ch/explore/dataset/solaranlagen-der-stgaller-stadtwerke"" target=""_blank"">https://daten.stadt.sg.ch/explore/dataset/solaranlagen-der-stgaller-stadtwerke</a></p>";Energie;Solar,PV,Strom,Photovoltaik,Erneuerbare Energien,Sonne,Sonnenenergie,Energy Hackdays;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-12-05T13:43:13.869000+00:00;False;True;2023-12-05T13:43:13.869000+00:00;2023-12-05T13:43:13.928000+00:00;ch_80_3203;True;St. Gallen;Polygon;"{""coordinates"": [[[9.421247513964772, 47.43975957389921], [9.304408226162195, 47.43975957389921], [9.304408226162195, 47.406115368939936], [9.421247513964772, 47.406115368939936], [9.421247513964772, 47.43975957389921]]], ""type"": ""Polygon""}";St.Galler Stadtwerke (sgsw);;159116;;;;;;;False;;stgallen;2021;;opendata.swiss;stromproduktion-der-solaranlagen-der-stgaller-stadtwerke
2023-04-13;;Entsorgung St.Gallen (esg);;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;weekly;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Deponieanlieferungen Tüfentobel;Diese Daten von der Entsorgung St.Gallen zeigen die Nutzung der Deponie Tüfentobel auf. Darin ist ersichtlich wie viel, von welcher Sorte Abfall entsorgt wird.;Raum und Umwelt;Deponie-Typ,Räumungs-Schnee,Inertstoffe,Aushub,Grüngut,Schlacke;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2024-03-15T11:01:15.092000+00:00;False;True;2024-03-15T11:01:15.092000+00:00;2024-03-15T11:01:15.212000+00:00;ch_80_3203;False;St. Gallen;;;Entsorgung St.Gallen (esg);;93011;;;;;;;False;;stgallen;2019,2020,2021,2022,2023,2024;;opendata.swiss;deponieanlieferungen-tufentobel
;;;;;;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;POI Covid-19 Angebote;<p>Testdatensatz für den VersusVirus-Hackathon am 03.-05.April 2020.<br/></p>;;;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2020-04-05T07:02:21+00:00;False;False;2020-04-06T07:56:45.944000+00:00;2024-01-17T10:34:57.965000+00:00;ch_80_3203;True;St. Gallen;Point;;;;50;;;;;;;False;;stgallen;;;;poi-covid-angebote
2019-05-23;2019-09-05;Betreibungsamt, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;unregelmässig;;2005 - 2018;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Auskünfte Betreibungsregister Stadt St.Gallen (2005-2018);<p>Anzahl der Betreibungsregisterauskünfte der Stadt St.Gallen (2005-2018)</p>;Finanzen,Arbeit, Erwerb;Auskünfte,Betreibung;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2019-05-23T15:58:31+00:00;False;False;2019-05-23T16:00:49.807000+00:00;2023-12-21T10:19:50.981000+00:00;ch_80_3203;True;St. Gallen;;;Betreibungsamt Stadt St.Gallen;;14;;;;;;;False;;stgallen;;;opendata.swiss;auskunfte-betreibungsregister-stadt-stgallen
2021-11-02;2021-11-02;Geomatik und Vermessung;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;keine Aktualisierung vorgesehen;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Erreichbarkeitsanalyse Bahnhof Haggen, Stadt St.Gallen;<p>Die Geomatik und Vermessung hat eine Erreichbarkeitsanalyse des Bahnhofs Haggen für Fussgängerinnen und Fussgänger durchgeführt. Der Datensatz zeigt die Gehdauer bis zu 30 Minuten in 5-Minuten Schritten.</p>;Mobilität und Verkehr;Fussgänger,Bahnhof,Erreichbarkeit,Open Data Hack St.Gallen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2021-11-02T20:58:16+00:00;False;False;2021-11-02T21:01:46.713000+00:00;2023-12-05T13:51:08.243000+00:00;ch_80_3203;True;St. Gallen;Polygon;"{""coordinates"": [[[9.36177154071629, 47.42595495656133], [9.307648334652185, 47.42595495656133], [9.307648334652185, 47.3884504660964], [9.36177154071629, 47.3884504660964], [9.36177154071629, 47.42595495656133]]], ""type"": ""Polygon""}";Geomatik und Vermessung, Stadt St.Gallen;;6;;;;;;;False;;stgallen;;;opendata.swiss;erreichbarkeitsanalyse-bahnhof-haggen-stadt-stgallen
2021-03-11;2021-03-11;Finanzen, Stadt St.Gallen;OGD-Koordinationsstelle St.Gallen;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;jährlich;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Budget 2021 der Stadt St.Gallen nach Artengliederung (English Data);"<p>Der Datensatz zeigt das Budget 2021 der Stadt St.Gallen nach Artengliederung. Ebenfalls enthalten sind die Rechnung 2019, das Budget 2020, sowie die Abweichung zum Budget 2021. Eine klickbare Visualisierung des Budgets finden Sie im Tab ""Klickbares Budget"".</p>";Finanzen;Budget,Rechnung,Haushalt;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de,en;;2023-12-05T13:41:02.899000+00:00;True;True;2021-03-11T09:14:40.046000+00:00;2023-12-05T13:41:08.228000+00:00;ch_80_3203;True;St. Gallen;;;Finanzen, Stadt St.Gallen;https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/finanzen.html;111;;;;;;;False;;stgallen;2019,2020,2021;;opendata.swiss;budget-2021-stadt-stgallen-artengliederung-english-data
;;Stadt St.Gallen, Tiefbauamt;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;Änderungen werden laufen aktualisiert;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialWithPermission-ReferenceRequired;Tempo 30-Zonen Stadt St.Gallen;Realisierte Tempo 30-Zonen, mit Angabe Gebiet, Nr. und Einführungsdatum;Mobilität und Verkehr;Geschwindigkeit,MIV,Strassen,Langsamverkehr;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2024-01-15T12:31:08+00:00;;;2024-03-20T05:30:42.088000+00:00;2024-03-20T05:30:42.349000+00:00;;;;MultiPolygon,Polygon;"{""coordinates"": [[[9.42288039252162, 47.45096525643021], [9.29222739301622, 47.45096525643021], [9.29222739301622, 47.39902033936232], [9.42288039252162, 47.39902033936232], [9.42288039252162, 47.45096525643021]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=t30_zonen;81;;;;;;;False;;stgallen;;;opendata.swiss;tempo-30-zonen
2021-10-30;2021-12-06;OGD-Koordinationsstelle St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;keine Aktualisierung vorgesehen;;;;;;;2021-09-28T23:00:00+00:00;2021-10-28T22:00:00+00:00;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Ideensammlung zur City Challenge 2021 der Stadt St.Gallen;"<p>Die Stadt St.Gallen führt im Rahmen des Digitaltags 2021 einen Ideenwettbewerb zum Thema ""Digital Klima Neutral"" durch, die sogenannte City Challenge. Dabei wurde die Bevölkerung nach Ideen zur Erreichung des Netto-Null-Ziels bis ins Jahr 2050 mit Hilfe von digitalen Hilfsmittel befragt. Die Bevölkerung hatte einen Monat Zeit um auf der digitalen Partizipationsplattform der Stadt St.Gallen (<a href=""https://partizipieren.stadt.sg.ch"" target=""_blank"">https://partizipieren.stadt.sg.ch</a><span style=""font-family: inherit; font-size: 0.875rem;"">) ihre Ideen einzureichen.</span></p>";Verwaltung,Raum und Umwelt;Partizipation,Ideen,Klimaneutralität,Digitalisierung,Nachhaltigkeit;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2021-10-30T06:47:46+00:00;False;False;2023-12-18T08:12:58.574000+00:00;2023-12-18T08:12:58.662000+00:00;ch_80_3203;True;St. Gallen;;;OGD-Koordinationsstelle St.Gallen;https://partizipieren.stadt.sg.ch;35;;;;;;;False;;stgallen;2021;;opendata.swiss;ideensammlung-zur-city-challenge-2021-der-stadt-stgallen
2021-06-14;2021-06-14;Stadt St.Gallen, Geomatik und Vermessung;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;rauminformationszentrum-riz-stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Orthofoto 2021 Stadt St.Gallen;2021 Flugaufnahmen (5cm);Geographie;;CC BY;https://creativecommons.org/licenses/by/4.0/deed.de;de;de;;2024-01-15T13:00:59+00:00;;;2024-03-20T05:31:08.147000+00:00;2024-03-20T05:31:08.260000+00:00;;;;;;Rauminformationszentrum (RIZ) Stadt St.Gallen;https://geo.stadt.sg.ch/server/rest/services/Orthofoto2021_LV95/MapServer/WMTS/1.0.0/WMTSCapabilities.xml;1;;;;;;;False;;stgallen;;;;orthofoto-2021-stadt-stgallen
2021-11-05;2021-11-05;Stadtplanung, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialWithPermission-ReferenceRequired;Freiräume in der Stadt St.Gallen (Geokoordinaten);<p>Die Freiräume in der Stadt St.Gallen nach deren Art und deren Bedeutung. Der Datensatz wurde für den Open Data Hack St.Gallen 2021 veröffentlicht. </p>;Bau- und Wohnungswesen,Raum und Umwelt;Spielplatz,Kindergarten,Schule,Wohnungen,Siedlung,Open Data Hack St.Gallen,Grünflächen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2023-12-05T13:43:27.300000+00:00;False;True;2023-12-05T13:43:27.300000+00:00;2023-12-05T13:43:27.355000+00:00;ch_80_3203;True;St. Gallen;Point;"{""coordinates"": [[[9.426777139306068, 47.452132143080235], [9.297176403924823, 47.452132143080235], [9.297176403924823, 47.3992140032351], [9.426777139306068, 47.3992140032351], [9.426777139306068, 47.452132143080235]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;;580;;;;;;;False;;stgallen;;;opendata.swiss;freiraume-in-der-stadt-stgallen-geokoordinaten
2023-06-08;2023-06-20;Finanzen, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Rechnung der Stadt St.Gallen;<p>Der Datensatz zeigt die Rechnung der Stadt St.Gallen nach Konto 3-Stellig, Direktion und Dienststellen und funktionaler Gliederung.</p>;Finanzen;Finanzen,Rechnung,Funktionale Gliederung,Funktionen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;Europe/Zurich;2023-06-22T13:33:04.524000+00:00;False;True;2023-06-22T13:33:04.524000+00:00;2023-12-05T13:49:16.018000+00:00;ch_80_3203;False;St. Gallen;;;Finanzen, Stadt St.Gallen;https://www.stadt.sg.ch/home/verwaltung-politik/demokratie-politik/finanzen.html;2084;;;;;;;False;;stgallen;2022;;opendata.swiss;rechnung-stadt-stgallen
2021-11-05;2021-11-05;Schule und Musik, Stadt St.Gallen;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Einzugsgebiet der Primar- und Sekundarschulen in St.Gallen;<p>Einzugsgebiete von Primar und Sekundarschulen</p>;Bildung, Wissenschaft,Bevölkerung;Schule,Einzugsgebiet,Schüler,Schulwege,Open Data Hack St.Gallen;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2021-11-05T15:42:15.297000+00:00;False;True;2021-11-05T15:42:15.297000+00:00;2023-12-05T13:50:42.182000+00:00;ch_80_3203;True;St. Gallen;MultiPolygon,Polygon;"{""coordinates"": [[[9.435247471556067, 47.453073472715914], [9.291513757780194, 47.453073472715914], [9.291513757780194, 47.39515489898622], [9.435247471556067, 47.39515489898622], [9.435247471556067, 47.453073472715914]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;;31;;;;;;;False;;stgallen;;;opendata.swiss;einzugsgebiet-der-primar-und-sekundarschulen-stgallen
;;Stadt St.Gallen, Tiefbauamt;;OGD-Koordinationsstelle St.Gallen;opendata@stadt.sg.ch;Änderungen werden laufen aktualisiert;;;;;;;;;;stadt-st-gallen;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fussgängerzone Stadt St.Gallen;Realisierte Fussgängerzonen, mit Angabe Gebiet, Nr. und Einführungsdatum;Mobilität und Verkehr,Raum und Umwelt;Fussgänger,Passanten,Langsamverkehr;CC BY;https://creativecommons.org/licenses/by/4.0/;de;de;;2024-01-15T12:31:04+00:00;;;2024-03-20T05:30:47.331000+00:00;2024-03-20T05:30:47.436000+00:00;;;;Polygon;"{""coordinates"": [[[9.370776889845729, 47.422950295731425], [9.370251763612032, 47.422950295731425], [9.370251763612032, 47.42250932380557], [9.370776889845729, 47.42250932380557], [9.370776889845729, 47.422950295731425]]], ""type"": ""Polygon""}";Rauminformationszentrum (RIZ) Stadt St.Gallen;https://map.stadt.sg.ch/stadtplan/ext/?lang=de&basemap=sg_av&layers=fussgaengerzone;1;;;;;;;False;;stgallen;;;opendata.swiss;fussgangerzone
